1582059212936,1341.000,-0.274,0.000,-0.122
1582059212946,1351.000,-0.366,0.030,-0.152
1582059212956,1361.000,-0.274,0.061,-0.183
1582059212966,1371.000,-0.305,0.122,-0.152
1582059212977,1382.000,-0.366,0.183,-0.213
1582059212985,1390.000,-0.183,0.122,-0.213
1582059212996,1401.000,-0.183,0.091,-0.213
1582059213006,1411.000,-0.183,0.122,-0.244
1582059213016,1421.000,-0.213,0.183,-0.244
1582059213026,1431.000,-0.183,0.152,-0.274
1582059213037,1442.000,-0.213,0.091,-0.305
1582059213045,1450.000,-0.244,0.122,-0.213
1582059213056,1461.000,-0.183,0.213,-0.274
1582059213066,1471.000,-0.213,0.122,-0.305
1582059213076,1481.000,-0.244,0.091,-0.396
1582059213086,1491.000,-0.274,0.061,-0.518
1582059213095,1500.000,-0.152,0.122,-0.518
1582059213106,1511.000,-0.244,0.183,-0.518
1582059213116,1521.000,-0.274,0.274,-0.549
1582059213126,1531.000,-0.274,0.335,-0.549
1582059213136,1541.000,-0.305,0.305,-0.488
1582059213147,1552.000,-0.335,0.244,-0.488
1582059213155,1560.000,-0.396,0.213,-0.518
1582059213166,1571.000,-0.335,0.213,-0.518
1582059213176,1581.000,-0.274,0.152,-0.457
1582059213186,1591.000,-0.305,0.244,-0.457
1582059213196,1601.000,-0.152,0.305,-0.427
1582059213207,1612.000,0.061,0.244,-0.396
1582059213215,1620.000,-0.030,0.213,-0.366
1582059213226,1631.000,0.000,0.335,-0.305
1582059213236,1641.000,0.061,0.396,-0.244
1582059213246,1651.000,0.091,0.335,-0.274
1582059213256,1661.000,0.030,0.213,-0.152
1582059213267,1672.000,0.030,0.122,-0.091
1582059213275,1680.000,-0.030,0.000,-0.213
1582059213286,1691.000,0.061,0.061,-0.183
1582059213296,1701.000,0.030,0.213,-0.152
1582059213306,1711.000,-0.091,0.183,-0.213
1582059213316,1721.000,-0.213,0.152,-0.183
1582059213327,1732.000,-0.213,0.091,-0.183
1582059213336,1741.000,-0.183,0.091,-0.213
1582059213346,1751.000,-0.335,-0.030,-0.122
1582059213356,1761.000,-0.305,-0.152,0.000
1582059213366,1771.000,-0.274,-0.091,0.000
1582059213377,1782.000,-0.335,0.030,-0.061
1582059213387,1792.000,-0.274,0.122,-0.061
1582059213396,1801.000,-0.335,0.183,-0.091
1582059213406,1811.000,-0.427,0.244,-0.030
1582059213416,1821.000,-0.488,0.152,-0.061
1582059213426,1831.000,-0.579,0.061,-0.091
1582059213437,1842.000,-0.549,-0.122,-0.122
1582059213447,1852.000,-0.610,-0.183,-0.122
1582059213456,1861.000,-0.457,-0.030,-0.152
1582059213466,1871.000,-0.518,0.061,-0.244
